,complex,putative_genes,coeffs,monomer_id,gene,obj_ids
1258,sulfate/thiosulfate ABC transporter,"cysA"" // ""cysU"" // ""cysW"" // ""sbp",2,CYSA-MONOMER,cysA,CYSA-MONOMER
1259,sulfate/thiosulfate ABC transporter,"cysA"" // ""cysU"" // ""cysW"" // ""sbp",1,CYST-MONOMER,cysU,CYST-MONOMER
1260,sulfate/thiosulfate ABC transporter,"cysA"" // ""cysU"" // ""cysW"" // ""sbp",1,CYSW-MONOMER,cysW,CYSW-MONOMER
1261,sulfate/thiosulfate ABC transporter,"cysA"" // ""cysU"" // ""cysW"" // ""sbp",1,SBP-MONOMER,sbp,SBP-MONOMER
1262,"sulfite reductase, flavoprotein subunit complex",cysJ,8,ALPHACOMP-MONOMER,cysJ,ALPHACOMP-MONOMER
1263,sulfoquinovose isomerase,yihS,6,EG11845-MONOMER,yihS,EG11845-MONOMER
1264,sulfur acceptor for SufS cysteine desulfurase,sufE,2,G6905-MONOMER,sufE,G6905-MONOMER
1265,sulfur acceptor protein CsdE,csdE,2,G7455-MONOMER,csdE,G7455-MONOMER
1266,sulfurtransferase complex TusBCD,"tusD"" // ""tusC"" // ""tusB",2,G7714-MONOMER,tusD,G7714-MONOMER
1267,sulfurtransferase complex TusBCD,"tusD"" // ""tusC"" // ""tusB",2,G7713-MONOMER,tusC,G7713-MONOMER
1268,sulfurtransferase complex TusBCD,"tusD"" // ""tusC"" // ""tusB",2,G7712-MONOMER,tusB,G7712-MONOMER
1269,sulfurtransferase for molybdenum cofactor sulfuration,fdhD,2,EG11859-MONOMER,fdhD,EG11859-MONOMER
1270,superoxide dismutase (Fe),sodB,2,SUPEROX-DISMUTFE-MONOMER,sodB,SUPEROX-DISMUTFE-MONOMER
1271,superoxide dismutase (Mn),sodA,2,SUPEROX-DISMUTMN-MONOMER,sodA,SUPEROX-DISMUTMN-MONOMER
1272,"tagatose-1,6-bisphosphate aldolase 1","kbaZ"" // ""kbaY",1,G7631-MONOMER,kbaZ,G7631-MONOMER
1273,"tagatose-1,6-bisphosphate aldolase 1","kbaZ"" // ""kbaY",4,TAGAALDOL1-MONOMER,kbaY,TAGAALDOL1-MONOMER
1274,"tagatose-1,6-bisphosphate aldolase 2","gatZ"" // ""gatY",1,G7128-MONOMER,gatZ,G7128-MONOMER
1275,"tagatose-1,6-bisphosphate aldolase 2","gatZ"" // ""gatY",1,TAGAALDOL2-MONOMER,gatY,TAGAALDOL2-MONOMER
1276,Tap<SUP>gln</SUP>,"tap"" // ""cheW"" // ""cheA",3,CPLX0-8104,,CPLX0-8104
1277,Tap<SUP>gln</SUP>,"tap"" // ""cheW"" // ""cheA",6,TAP-MONOMER,tap,TAP-MONOMER
1278,Tap<SUP>gln</SUP>,"tap"" // ""cheW"" // ""cheA",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1279,Tap<SUP>gln</SUP>,"tap"" // ""cheW"" // ""cheA",1,CHEA-CPLX,,CHEA-CPLX
1280,Tap<SUP>gln</SUP>,"tap"" // ""cheW"" // ""cheA",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1281,Tap<SUP>glu</SUP>,"tap"" // ""cheW"" // ""cheA",3,CPLX0-8104,,CPLX0-8104
1282,Tap<SUP>glu</SUP>,"tap"" // ""cheW"" // ""cheA",6,TAP-MONOMER,tap,TAP-MONOMER
1283,Tap<SUP>glu</SUP>,"tap"" // ""cheW"" // ""cheA",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1284,Tap<SUP>glu</SUP>,"tap"" // ""cheW"" // ""cheA",1,CHEA-CPLX,,CHEA-CPLX
1285,Tap<SUP>glu</SUP>,"tap"" // ""cheW"" // ""cheA",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1286,Tap<SUP>glu-Me</SUP>,"tap"" // ""cheW"" // ""cheA",3,CPLX0-8104,,CPLX0-8104
1287,Tap<SUP>glu-Me</SUP>,"tap"" // ""cheW"" // ""cheA",6,TAP-MONOMER,tap,TAP-MONOMER
1288,Tap<SUP>glu-Me</SUP>,"tap"" // ""cheW"" // ""cheA",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1289,Tap<SUP>glu-Me</SUP>,"tap"" // ""cheW"" // ""cheA",1,CHEA-CPLX,,CHEA-CPLX
1290,Tap<SUP>glu-Me</SUP>,"tap"" // ""cheW"" // ""cheA",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1291,Tar<SUP>gln</SUP>,"tar"" // ""cheW"" // ""cheA",3,CPLX0-8102,,CPLX0-8102
1292,Tar<SUP>gln</SUP>,"tar"" // ""cheW"" // ""cheA",6,TAR-MONOMER,tar,TAR-MONOMER
1293,Tar<SUP>gln</SUP>,"tar"" // ""cheW"" // ""cheA",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1294,Tar<SUP>gln</SUP>,"tar"" // ""cheW"" // ""cheA",1,CHEA-CPLX,,CHEA-CPLX
1295,Tar<SUP>gln</SUP>,"tar"" // ""cheW"" // ""cheA",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1296,Tar<SUP>glu</SUP>,"tar"" // ""cheW"" // ""cheA",3,CPLX0-8102,,CPLX0-8102
1297,Tar<SUP>glu</SUP>,"tar"" // ""cheW"" // ""cheA",6,TAR-MONOMER,tar,TAR-MONOMER
1298,Tar<SUP>glu</SUP>,"tar"" // ""cheW"" // ""cheA",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1299,Tar<SUP>glu</SUP>,"tar"" // ""cheW"" // ""cheA",1,CHEA-CPLX,,CHEA-CPLX
1300,Tar<SUP>glu</SUP>,"tar"" // ""cheW"" // ""cheA",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1301,Tar<SUP>glu-Me</SUP>,"tar"" // ""cheW"" // ""cheA",3,CPLX0-8102,,CPLX0-8102
1302,Tar<SUP>glu-Me</SUP>,"tar"" // ""cheW"" // ""cheA",6,TAR-MONOMER,tar,TAR-MONOMER
1303,Tar<SUP>glu-Me</SUP>,"tar"" // ""cheW"" // ""cheA",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1304,Tar<SUP>glu-Me</SUP>,"tar"" // ""cheW"" // ""cheA",1,CHEA-CPLX,,CHEA-CPLX
1305,Tar<SUP>glu-Me</SUP>,"tar"" // ""cheW"" // ""cheA",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1306,tartronate semialdehyde reductase 2,glxR,4,G6278-MONOMER,glxR,G6278-MONOMER
1307,"taurine ABC transporter periplasmic binding protein"" // ""taurine ABC transporter membrane subunit"" // ""taurine ABC transporter ATP binding subunit","tauB"" // ""tauC"" // ""tauA",2,TAUB-MONOMER,tauB,TAUB-MONOMER
1308,"taurine ABC transporter periplasmic binding protein"" // ""taurine ABC transporter membrane subunit"" // ""taurine ABC transporter ATP binding subunit","tauB"" // ""tauC"" // ""tauA",2,TAUC-MONOMER,tauC,TAUC-MONOMER
1309,"taurine ABC transporter periplasmic binding protein"" // ""taurine ABC transporter membrane subunit"" // ""taurine ABC transporter ATP binding subunit","tauB"" // ""tauC"" // ""tauA",1,TAUA-MONOMER,tauA,TAUA-MONOMER
1310,taurine dioxygenase,tauD,2,MONOMER0-147,tauD,MONOMER0-147
1311,tellurite methyltransferase,tehB,2,EG11884-MONOMER,tehB,EG11884-MONOMER
1312,tetrahydrodipicolinate succinylase,dapD,2,MONOMER0-2001,dapD,MONOMER0-2001
1313,The Tol-Pal Cell Envelope Complex,"tolQ"" // ""tolR"" // ""tolB"" // ""tolA"" // ""pal",1,EG11010-MONOMER,tolQ,EG11010-MONOMER
1314,The Tol-Pal Cell Envelope Complex,"tolQ"" // ""tolR"" // ""tolB"" // ""tolA"" // ""pal",1,EG11011-MONOMER,tolR,EG11011-MONOMER
1315,The Tol-Pal Cell Envelope Complex,"tolQ"" // ""tolR"" // ""tolB"" // ""tolA"" // ""pal",1,EG11008-MONOMER,tolB,EG11008-MONOMER
1316,The Tol-Pal Cell Envelope Complex,"tolQ"" // ""tolR"" // ""tolB"" // ""tolA"" // ""pal",1,EG11007-MONOMER,tolA,EG11007-MONOMER
1317,The Tol-Pal Cell Envelope Complex,"tolQ"" // ""tolR"" // ""tolB"" // ""tolA"" // ""pal",1,EG10684-MONOMER,pal,EG10684-MONOMER
1318,"thiamin ABC transporter ATP binding subunit"" // ""thiamin ABC transporter membrane subunit"" // ""thiamin ABC transporter periplasmic binding protein","tbpA"" // ""thiP"" // ""thiQ",1,SFUA-MONOMER,tbpA,SFUA-MONOMER
1319,"thiamin ABC transporter ATP binding subunit"" // ""thiamin ABC transporter membrane subunit"" // ""thiamin ABC transporter periplasmic binding protein","tbpA"" // ""thiP"" // ""thiQ",2,SFUB-MONOMER,thiP,SFUB-MONOMER
1320,"thiamin ABC transporter ATP binding subunit"" // ""thiamin ABC transporter membrane subunit"" // ""thiamin ABC transporter periplasmic binding protein","tbpA"" // ""thiP"" // ""thiQ",2,SFUC-MONOMER,thiQ,SFUC-MONOMER
1321,thiazole synthase,"thiH"" // ""thiG",6,THIH-MONOMER,thiH,THIH-MONOMER
1322,thiazole synthase,"thiH"" // ""thiG",6,THIG-MONOMER,thiG,THIG-MONOMER
1323,thioredoxin reductase,trxB,2,THIOREDOXIN-REDUCT-NADPH-MONOMER,trxB,THIOREDOXIN-REDUCT-NADPH-MONOMER
1324,thiosulfate sulfurtransferase GlpE,glpE,2,EG10395-MONOMER,glpE,EG10395-MONOMER
1325,thiosulfate sulfurtransferase YgaP,ygaP,2,G7398-MONOMER,ygaP,G7398-MONOMER
1326,thiosulfate/sulfate ABC transporter,"cysP"" // ""cysU"" // ""cysW"" // ""cysA",1,CYSP-MONOMER,cysP,CYSP-MONOMER
1327,thiosulfate/sulfate ABC transporter,"cysP"" // ""cysU"" // ""cysW"" // ""cysA",1,CYST-MONOMER,cysU,CYST-MONOMER
1328,thiosulfate/sulfate ABC transporter,"cysP"" // ""cysU"" // ""cysW"" // ""cysA",1,CYSW-MONOMER,cysW,CYSW-MONOMER
1329,thiosulfate/sulfate ABC transporter,"cysP"" // ""cysU"" // ""cysW"" // ""cysA",2,CYSA-MONOMER,cysA,CYSA-MONOMER
1330,threonine deaminase,ilvA,4,THREDEHYDSYN-MONOMER,ilvA,THREDEHYDSYN-MONOMER
1331,threonine dehydrogenase,tdh,4,THREODEHYD-MONOMER,tdh,THREODEHYD-MONOMER
1332,threonine&mdash;tRNA ligase,thrS,2,THRS-MONOMER,thrS,THRS-MONOMER
1333,thymidine phosphorylase,deoA,2,DEOA-MONOMER,deoA,DEOA-MONOMER
1334,thymidylate synthase,thyA,2,THYMIDYLATESYN-MONOMER,thyA,THYMIDYLATESYN-MONOMER
1335,TorR-Phosphorylated DNA-binding transcriptional dual regulator,torR,2,TORR-MONOMER,torR,TORR-MONOMER
1336,TorR-TorI,torR,2,TORR-MONOMER,torR,TORR-MONOMER
1337,transaldolase B,talB,2,TRANSALDOLB-MONOMER,talB,TRANSALDOLB-MONOMER
1338,transcription antiterminator and regulator of RNA stability,cspE,2,EG12179-MONOMER,cspE,EG12179-MONOMER
1339,transcription termination factor Rho,rho,6,EG10845-MONOMER,rho,EG10845-MONOMER
1340,transcriptional activator RhaS,rhaS,2,PD00221,rhaS,PD00221
1341,transcriptional antiterminator BglG,bglG,2,EG10116-MONOMER,bglG,EG10116-MONOMER
1342,transketolase 1,tktA,2,TRANSKETOI-MONOMER,tktA,TRANSKETOI-MONOMER
1343,transketolase 2,tktB,1,TRANSKETOII-MONOMER,tktB,TRANSKETOII-MONOMER
1344,translocation and assembly module,"tamA"" // ""tamB",1,G7874-MONOMER,tamA,G7874-MONOMER
1345,translocation and assembly module,"tamA"" // ""tamB",1,G7875-MONOMER,tamB,G7875-MONOMER
1346,trehalose-specific PTS enzyme II,"crr"" // ""treB",1,CRR-MONOMER,crr,CRR-MONOMER
1347,trehalose-specific PTS enzyme II,"crr"" // ""treB",2,TREB-MONOMER,treB,TREB-MONOMER
1348,Trg<SUP>gln</SUP>,"trg"" // ""cheW"" // ""cheA",3,CPLX0-8105,,CPLX0-8105
1349,Trg<SUP>gln</SUP>,"trg"" // ""cheW"" // ""cheA",6,TRG-MONOMER,trg,TRG-MONOMER
1350,Trg<SUP>gln</SUP>,"trg"" // ""cheW"" // ""cheA",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1351,Trg<SUP>gln</SUP>,"trg"" // ""cheW"" // ""cheA",1,CHEA-CPLX,,CHEA-CPLX
1352,Trg<SUP>gln</SUP>,"trg"" // ""cheW"" // ""cheA",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1353,Trg<SUP>glu</SUP>,"trg"" // ""cheW"" // ""cheA",3,CPLX0-8105,,CPLX0-8105
1354,Trg<SUP>glu</SUP>,"trg"" // ""cheW"" // ""cheA",6,TRG-MONOMER,trg,TRG-MONOMER
1355,Trg<SUP>glu</SUP>,"trg"" // ""cheW"" // ""cheA",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1356,Trg<SUP>glu</SUP>,"trg"" // ""cheW"" // ""cheA",1,CHEA-CPLX,,CHEA-CPLX
1357,Trg<SUP>glu</SUP>,"trg"" // ""cheW"" // ""cheA",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1358,Trg<SUP>glu-Me</SUP>,"trg"" // ""cheW"" // ""cheA",3,CPLX0-8105,,CPLX0-8105
1359,Trg<SUP>glu-Me</SUP>,"trg"" // ""cheW"" // ""cheA",6,TRG-MONOMER,trg,TRG-MONOMER
1360,Trg<SUP>glu-Me</SUP>,"trg"" // ""cheW"" // ""cheA",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1361,Trg<SUP>glu-Me</SUP>,"trg"" // ""cheW"" // ""cheA",1,CHEA-CPLX,,CHEA-CPLX
1362,Trg<SUP>glu-Me</SUP>,"trg"" // ""cheW"" // ""cheA",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1363,trimethylamine N-oxide reductase 1,"torA"" // ""torC",1,TORA-MONOMER,torA,TORA-MONOMER
1364,trimethylamine N-oxide reductase 1,"torA"" // ""torC",1,EG11815-MONOMER,torC,EG11815-MONOMER
1365,trimethylamine N-oxide reductase 2,"torY"" // ""torZ",1,G7023-MONOMER,torY,G7023-MONOMER
1366,trimethylamine N-oxide reductase 2,"torY"" // ""torZ",1,G7022-MONOMER,torZ,G7022-MONOMER
1367,triose-phosphate isomerase,tpiA,2,TPI-MONOMER,tpiA,TPI-MONOMER
1368,tRNA (cytidine/uridine-2'-<i>O</i>)-ribose methyltransferase,trmL,2,EG11888-MONOMER,trmL,EG11888-MONOMER
1369,tRNA adenosine<sup>34</sup> deaminase,tadA,2,EG11372-MONOMER,tadA,EG11372-MONOMER
1370,tRNA Cm32/Um32 methyltransferase,trmJ,2,G7327-MONOMER,trmJ,G7327-MONOMER
1371,tRNA cytosine<sup>32</sup> 2-sulfurtransferase TtcA,ttcA,2,G6675-MONOMER,ttcA,G6675-MONOMER
1372,tRNA m<sup>1</sup>G37 methyltransferase,trmD,2,EG11023-MONOMER,trmD,EG11023-MONOMER
1373,tRNA pseudouridine<sup>38-40</sup> synthase,truA,2,EG10454-MONOMER,truA,EG10454-MONOMER
1374,tRNA threonylcarbamoyladenosine dehydratase,tcdA,2,G7456-MONOMER,tcdA,G7456-MONOMER
1375,tRNA U34 carboxymethyltransferase,cmoB,4,G7021-MONOMER,cmoB,G7021-MONOMER
1376,tRNA-guanine transglycosylase,tgt,3,EG10996-MONOMER,tgt,EG10996-MONOMER
1377,truncated RNase PH,rph,1,EG10863-MONOMER,rph,EG10863-MONOMER
1378,"tryptophan synthase, &beta; subunit dimer",trpB,2,TRYPSYN-BPROTEIN,trpB,TRYPSYN-BPROTEIN
1379,tryptophan&mdash;tRNA ligase,trpS,2,TRPS-MONOMER,trpS,TRPS-MONOMER
1380,tryptophanase,tnaA,4,TRYPTOPHAN-MONOMER,tnaA,TRYPTOPHAN-MONOMER
1381,Tsr<SUP>gln</SUP>,"tsr"" // ""cheA"" // ""cheW",3,CPLX0-8103,,CPLX0-8103
1382,Tsr<SUP>gln</SUP>,"tsr"" // ""cheA"" // ""cheW",6,TSR-MONOMER,tsr,TSR-MONOMER
1383,Tsr<SUP>gln</SUP>,"tsr"" // ""cheA"" // ""cheW",1,CHEA-CPLX,,CHEA-CPLX
1384,Tsr<SUP>gln</SUP>,"tsr"" // ""cheA"" // ""cheW",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1385,Tsr<SUP>gln</SUP>,"tsr"" // ""cheA"" // ""cheW",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1386,Tsr<SUP>glu</SUP>,"tsr"" // ""cheA"" // ""cheW",3,CPLX0-8103,,CPLX0-8103
1387,Tsr<SUP>glu</SUP>,"tsr"" // ""cheA"" // ""cheW",6,TSR-MONOMER,tsr,TSR-MONOMER
1388,Tsr<SUP>glu</SUP>,"tsr"" // ""cheA"" // ""cheW",1,CHEA-CPLX,,CHEA-CPLX
1389,Tsr<SUP>glu</SUP>,"tsr"" // ""cheA"" // ""cheW",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1390,Tsr<SUP>glu</SUP>,"tsr"" // ""cheA"" // ""cheW",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1391,Tsr<SUP>glu-Me</SUP>,"tsr"" // ""cheA"" // ""cheW",3,CPLX0-8103,,CPLX0-8103
1392,Tsr<SUP>glu-Me</SUP>,"tsr"" // ""cheA"" // ""cheW",6,TSR-MONOMER,tsr,TSR-MONOMER
1393,Tsr<SUP>glu-Me</SUP>,"tsr"" // ""cheA"" // ""cheW",1,CHEA-CPLX,,CHEA-CPLX
1394,Tsr<SUP>glu-Me</SUP>,"tsr"" // ""cheA"" // ""cheW",2,PROTEIN-CHEA,cheA,PROTEIN-CHEA
1395,Tsr<SUP>glu-Me</SUP>,"tsr"" // ""cheA"" // ""cheW",2,CHEW-MONOMER,cheW,CHEW-MONOMER
1396,twin arginine protein translocation system,"tatA"" // ""tatE"" // ""tatC"" // ""tatB",1,TATA,tatA,TATA
1397,twin arginine protein translocation system,"tatA"" // ""tatE"" // ""tatC"" // ""tatB",1,EG11305-MONOMER,tatE,EG11305-MONOMER
1398,twin arginine protein translocation system,"tatA"" // ""tatE"" // ""tatC"" // ""tatB",1,EG11479-MONOMER,tatC,EG11479-MONOMER
1399,twin arginine protein translocation system,"tatA"" // ""tatE"" // ""tatC"" // ""tatB",1,G7808-MONOMER,tatB,G7808-MONOMER
1400,type I fimbriae usher protein,fimD,2,EG10311-MONOMER,fimD,EG10311-MONOMER
1401,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,EG11359-MONOMER,gspO,EG11359-MONOMER
1402,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,EG12173-MONOMER,gspM,EG12173-MONOMER
1403,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,G7711-MONOMER,gspL,G7711-MONOMER
1404,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,G7710-MONOMER,gspK,G7710-MONOMER
1405,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,G7709-MONOMER,gspJ,G7709-MONOMER
1406,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,G7708-MONOMER,gspI,G7708-MONOMER
1407,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,G7707-MONOMER,gspH,G7707-MONOMER
1408,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,G7706-MONOMER,gspG,G7706-MONOMER
1409,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,G7705-MONOMER,gspF,G7705-MONOMER
1410,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,G7704-MONOMER,gspE,G7704-MONOMER
1411,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,G7703-MONOMER,gspD,G7703-MONOMER
1412,Type II secretion system,"gspO"" // ""gspM"" // ""gspL"" // ""gspK"" // ""gspJ"" // ""gspI"" // ""gspH"" // ""gspG"" // ""gspF"" // ""gspE"" // ""gspD"" // ""gspC",1,G7702-MONOMER,gspC,G7702-MONOMER
1413,tyrosine aminotransferase,tyrB,2,TYRB-MONOMER,tyrB,TYRB-MONOMER
1414,tyrosine&mdash;tRNA ligase,tyrS,2,TYRS-MONOMER,tyrS,TYRS-MONOMER
1415,ubiquinol&mdash;[NapC cytochrome <i>c</i>] reductase NapGH,"napH"" // ""napG",1,NAPH-MONOMER,napH,NAPH-MONOMER
1416,ubiquinol&mdash;[NapC cytochrome <i>c</i>] reductase NapGH,"napH"" // ""napG",1,NAPG-MONOMER,napG,NAPG-MONOMER
1417,UDP-3-<i>O</i>-(3-hydroxymyristoyl)glucosamine <i>N</i>-acyltransferase,lpxD,3,UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO,lpxD,UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO
1418,UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase,arnA,6,G7168-MONOMER,arnA,G7168-MONOMER
1419,UDP-glucose 4-epimerase,galE,2,UDPGLUCEPIM-MONOMER,galE,UDPGLUCEPIM-MONOMER
1420,UDP-glucose 6-dehydrogenase,ugd,2,UGD-MONOMER,ugd,UGD-MONOMER
1421,UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase,wecC,2,UDPMANNACADEHYDROG-MONOMER,wecC,UDPMANNACADEHYDROG-MONOMER
1422,UDP-<i>N</i>-acetylglucosamine 2-epimerase,wecB,2,UDPGLCNACEPIM-MONOMER,wecB,UDPGLCNACEPIM-MONOMER
1423,UDP-N-acetylglucosamine acyltransferase,lpxA,3,UDPNACETYLGLUCOSAMACYLTRANS-MONOMER,lpxA,UDPNACETYLGLUCOSAMACYLTRANS-MONOMER
1424,UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase,rfe,2,GLCNACPTRANS-MONOMER,rfe,GLCNACPTRANS-MONOMER
1425,UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase,murC,2,UDP-NACMUR-ALA-LIG-MONOMER,murC,UDP-NACMUR-ALA-LIG-MONOMER
1426,UMP kinase,pyrH,6,UMPKI-MONOMER,pyrH,UMPKI-MONOMER
1427,undecaprenyl diphosphate synthase,ispU,2,UPPSYN-MONOMER,ispU,UPPSYN-MONOMER
1428,"undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnE subunit"" // ""undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnF subunit","arnF"" // ""arnE",1,G7171-MONOMER,arnF,G7171-MONOMER
1429,"undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnE subunit"" // ""undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnF subunit","arnF"" // ""arnE",1,MONOMER0-2682,arnE,MONOMER0-2682
1430,universal stress protein G,uspG,2,G6334-MONOMER,uspG,G6334-MONOMER
1431,uracil phosphoribosyltransferase,upp,3,URACIL-PRIBOSYLTRANS-MONOMER,upp,URACIL-PRIBOSYLTRANS-MONOMER
1432,,uraA,2,URAA-MONOMER,uraA,URAA-MONOMER
1433,ureidoglycolate dehydrogenase,allD,2,G6286-MONOMER,allD,G6286-MONOMER
1434,uridine phosphorylase,udp,6,URPHOS-MONOMER,udp,URPHOS-MONOMER
1435,UTP&mdash;glucose-1-phosphate uridylyltransferase,galU,4,GLUC1PURIDYLTRANS-MONOMER,galU,GLUC1PURIDYLTRANS-MONOMER
1436,vitamin B<sub>12</sub> ABC transporter,"btuF"" // ""btuC"" // ""btuD",1,EG12334-MONOMER,btuF,EG12334-MONOMER
1437,vitamin B<sub>12</sub> ABC transporter,"btuF"" // ""btuC"" // ""btuD",2,BTUC-MONOMER,btuC,BTUC-MONOMER
1438,vitamin B<sub>12</sub> ABC transporter,"btuF"" // ""btuC"" // ""btuD",2,BTUD-MONOMER,btuD,BTUD-MONOMER
1439,voltage-gated K<sup>+</sup> channel,kch,4,KCH-MONOMER,kch,KCH-MONOMER
1440,water channel AqpZ,aqpZ,4,AQPZ-MONOMER,aqpZ,AQPZ-MONOMER
1441,Xaa-Pro dipeptidase,pepQ,2,EG10698-MONOMER,pepQ,EG10698-MONOMER
1442,xanthine-guanine phosphoribosyltransferase,gpt,4,GPT-MONOMER,gpt,GPT-MONOMER
1443,xanthosine phosphorylase,xapA,6,XANTHOSINEPHOSPHORY-MONOMER,xapA,XANTHOSINEPHOSPHORY-MONOMER
1444,Xer site-specific recombination system,"xerD"" // ""xerC",1,EG11071-MONOMER,xerD,EG11071-MONOMER
1445,Xer site-specific recombination system,"xerD"" // ""xerC",1,EG11069-MONOMER,xerC,EG11069-MONOMER
1446,ITPase/XTPase,yjjX,2,EG12600-MONOMER,yjjX,EG12600-MONOMER
1447,xylose ABC transporter,"xylF"" // ""xylH"" // ""xylG",1,XYLF-MONOMER,xylF,XYLF-MONOMER
1448,xylose ABC transporter,"xylF"" // ""xylH"" // ""xylG",2,XYLH-MONOMER,xylH,XYLH-MONOMER
1449,xylose ABC transporter,"xylF"" // ""xylH"" // ""xylG",1,XYLG-MONOMER,xylG,XYLG-MONOMER
1450,xylose isomerase,xylA,4,XYLISOM-MONOMER,xylA,XYLISOM-MONOMER
1451,xylulokinase,xylB,2,XYLULOKIN-MONOMER,xylB,XYLULOKIN-MONOMER
1452,YefM-YoeB antitoxin/toxin complex / DNA-binding transcriptional repressor,"yefM"" // ""yoeB",2,EG12844-MONOMER,yefM,EG12844-MONOMER
1453,YefM-YoeB antitoxin/toxin complex / DNA-binding transcriptional repressor,"yefM"" // ""yoeB",1,MONOMER0-1041,yoeB,MONOMER0-1041
1454,YhaV-PrlF toxin-antitoxin complex,"yhaV"" // ""prlF",4,G7629-MONOMER,yhaV,G7629-MONOMER
1455,YhaV-PrlF toxin-antitoxin complex,"yhaV"" // ""prlF",2,EG10955-MONOMER,prlF,EG10955-MONOMER
1456,Z-ring inhibitor complex MinCD,"minC"" // ""minD",2,EG10596-MONOMER,minC,EG10596-MONOMER
1457,Z-ring inhibitor complex MinCD,"minC"" // ""minD",2,EG10597-MONOMER,minD,EG10597-MONOMER
